Date,HUR-OBS,HUR-FCST,MTB-OBS,MTB-FCST,WAP-OBS,WAP-FCST,STV-OBS,STV-FCST,SNO-OBS,SNO-FCST,LVN-OBS,LVN-FCST,MIS-OBS,MIS-FCST,CMT-OBS,CMT-FCST,PAR-OBS,PAR-FCST,WHP-OBS,WHP-FCST,TML-OBS,TML-FCST,MHM-OBS,MHM-FCST
3/30/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.08,0.00,0.00,0.00,0.01,0.39,0.39,0.10,0.47,0.16,0.11,0.19,0.05,0.05,0.04
3/31/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.01,0.00,0.01
4/1/2019,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.10,0.00,0.08
4/2/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.25,0.20,0.11
4/3/2019,0.06,0.16,0.19,0.18,0.00,0.02,0.05,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.21,0.19,0.03,0.04,0.38,0.43,0.23,0.31
4/4/2019,0.04,0.02,1.64,0.74,0.05,0.46,0.69,0.53,0.61,0.39,0.00,0.03,0.07,0.13,0.26,0.17,0.27,0.53,0.36,0.87,0.87,0.57,0.44,0.57
4/5/2019,0.02,0.05,0.13,0.00,0.02,0.01,0.00,0.02,0.06,0.06,0.02,0.03,0.02,0.15,0.12,0.15,0.28,0.38,0.05,0.18,0.73,0.64,0.75,0.60
4/6/2019,0.38,0.12,1.12,0.70,0.24,0.33,0.67,0.41,0.64,0.38,0.12,0.13,0.57,0.19,0.47,0.52,0.39,0.62,0.56,0.46,0.98,0.81,0.38,0.78
4/7/2019,0.91,0.36,0.68,2.12,0.31,0.61,0.48,0.57,0.68,0.59,0.56,0.91,0.50,0.50,1.02,1.10,0.80,1.60,0.78,0.75,1.53,2.38,1.55,2.38
4/8/2019,0.10,0.00,0.23,0.03,0.06,0.06,0.14,0.07,0.16,0.14,0.08,0.04,0.33,0.14,0.16,0.27,0.45,0.26,0.39,0.28,3.85,1.82,2.90,2.15
4/9/2019,0.63,0.21,0.42,0.52,0.09,0.37,0.54,0.53,0.92,0.68,0.04,0.21,0.23,0.29,0.81,0.48,0.83,0.68,0.70,0.78,2.28,2.98,1.92,2.89
4/10/2019,0.01,0.02,0.08,0.09,0.06,0.05,0.33,0.11,0.76,0.13,0.00,0.00,0.00,0.00,0.37,0.31,1.22,0.52,0.16,0.41,0.48,1.63,0.88,1.47
4/11/2019,0.23,0.39,0.56,0.84,0.08,0.13,0.85,0.95,1.56,1.32,0.15,0.01,0.00,0.05,0.46,0.55,1.53,1.81,0.78,1.15,0.09,2.66,1.07,2.23
4/12/2019,0.17,0.35,0.23,0.30,0.17,0.11,0.39,0.62,0.96,0.61,0.11,0.02,0.09,0.05,0.35,0.68,1.04,1.32,0.28,0.46,0.27,1.98,0.89,1.47
4/13/2019,0.00,0.01,0.07,0.00,0.04,0.00,0.12,0.08,0.13,0.04,0.00,0.00,0.04,0.06,0.14,0.36,0.22,0.12,0.10,0.10,0.98,0.59,0.03,0.12
4/14/2019,0.47,0.20,0.94,1.58,0.06,0.51,0.65,0.82,0.94,0.53,0.07,0.18,0.03,0.44,0.34,0.27,0.56,1.00,0.53,0.78,0.12,1.13,0.48,0.92
4/15/2019,0.06,0.20,0.36,0.20,0.14,0.11,0.06,0.54,0.62,0.40,0.00,0.00,0.00,0.03,0.16,0.17,0.26,0.37,0.29,0.38,0.18,0.85,0.18,0.65
4/16/2019,0.00,0.15,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.12,0.01,0.34,0.04,0.16,0.03
4/17/2019,0.00,0.00,0.52,0.22,0.07,0.01,0.33,0.14,0.47,0.15,0.00,0.00,0.00,0.01,0.18,0.00,0.11,0.10,0.31,0.19,0.99,0.18,0.10,0.12
4/18/2019,0.02,0.03,0.09,0.08,0.03,0.01,0.21,0.16,0.12,0.17,0.00,0.01,0.00,0.09,0.07,0.00,0.01,0.14,0.04,0.04,0.36,0.01,0.03,0.01
4/19/2019,0.78,0.07,1.47,0.50,0.74,0.86,0.42,1.00,0.05,0.62,0.00,0.09,0.01,0.08,0.03,0.07,0.10,0.27,0.02,0.07,0.00,0.00,0.00,0.00
4/20/2019,0.04,0.04,0.79,0.61,0.29,0.15,0.51,0.58,0.36,0.45,0.00,0.01,0.00,0.00,0.33,0.04,0.35,0.10,0.20,0.08,0.09,0.03,0.00,0.01
4/21/2019,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.03,0.29,0.00,0.11
4/22/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4/23/2019,0.28,0.17,0.20,0.09,0.03,0.03,0.09,0.27,0.14,0.31,0.00,0.01,0.00,0.01,0.07,0.06,0.52,0.58,0.16,0.37,0.45,0.06,0.34,0.07
4/24/2019,0.00,0.00,0.78,0.01,0.01,0.01,0.05,0.05,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.02,0.01,0.15,0.63,0.09,0.32,0.04
4/25/2019,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4/26/2019,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4/27/2019,0.00,0.02,0.34,0.28,0.02,0.01,0.11,0.01,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4/28/2019,0.00,0.05,0.45,0.01,0.04,0.08,0.41,0.17,0.43,0.08,0.00,0.02,0.00,0.00,0.34,0.03,0.23,0.00,0.11,0.00,0.03,0.00,0.01,0.00
4/29/2019,0.00,0.00,0.00,0.00,0.24,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.27,0.00,0.02,0.00,0.00,0.00,0.00,0.00
4/30/2019,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.03,0.06,0.06,0.07,0.00,0.00,0.00,0.00,0.00,0.00
5/1/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5/2/2019,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5/3/2019,0.00,0.00,0.04,0.01,0.01,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00
5/4/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5/5/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5/6/2019,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5/7/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5/8/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5/9/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5/10/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5/11/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5/12/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5/13/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
